Lines changed
1
46
91
100
95
62
224
76
45
82
8
76
34
1
19
101
17
1
1
44
2
28
347
71
31
17
97
5
13
169
18
112
55
180
51
1
10
42
153
42
27
118
141
118
67
3
151
238
203
89
47
138
179
177
109
147
9
36
129
40
51
7
25
26
99
149
185
1257
1207
385
385
440
402
683
1
694
4
155
4
10
493
7
13
21
1
6
202
45
6
130
21
135
284
12
79
12
17
27
30
27
18
1
26
1
179
14
1
151
4
115
2
7
10
7
9
1724
1716
88
29
1
141
118
267
17
736
11
804
41
403
41
12
223
298
220
74
2
463
113
7
91
10
63
49
71
185
34
15
234
234
270
275
11
120
84
270
352
45
62
40
184
19
10
33
48
54
14
21
14
14
182
56
283
252
20
154
281
154
1280
2
1280
431
218
20
1
484
456
67
11
12
140
1
8
2
51
100
119
2
6
9
238
20
5
44
4
7
104
184
15
38
371
253
108
11
82
110
81
83
41
6
50
97
85
86
1
15
85
230
137
116
194
325
554
1422
43
76
236
113
122
10
338
24
152
198
51
78
49
74
17
107
49
17
473
1
511
49
105
19
17
14
1058
7
41
145
103
38
23
6
23
4
72
112
60
11
11
183
72
7
2
15
56
87
35
14
31
93
7
58
16
63
6
6
32
98
5
330
24
4
59
3
1469
40
18
8
5
11
11
92
18
186
11
7
6
15
6
2
3
1
157
1
23
4
1
1
31
1
18
3
2
1
8
1190
33
105
0
17
61
35
35
77
50
194
4
26
48
276
2
16
0
81
255
11
4
143
5
5
54
4
36
29
155
288
11
301
302
339
98
43
339
14
394
53
11
78
21
3
42
22
551
6
552
8
29
11
48
2
1
18
26
20
25
59
25
59
175
63
11
223
278
6
27
50
120
39
1
31
860
91
288
9
1
791
12
25
166
191
151
192
11
3
18
37
56
372
1
372
57
8
3
4
216
442
448
18
6
1
5
492
261
126
163
119
8
40
5
25
25
519
186
134
53
174
4
109
3
2
1
56
1
253
24
1
6
78
142
114
57
418
14
9
1
1
1
14
1
8
1
1
1
8
9
23
2
107
217
44
45
44
2
209
53
3
107
7
1
334
341
4
25
119
28
6
167
353
24
7
24
163
20
201
183
15
1
1
3
2
6
1
7
5
1
1
240
3
16
2
5
10
5
23
2
23
48
21
85
9
83
12
103
26
8
95
586
12
31
825
127
710
12
6
6
323
104
103
17
5
40
44
126
5
40
47
95
1
9
1
3
5
19
20
17
13
47
8
6
10
1
8
4
16
1
236
2
202
1
14
1
2
2
2
1
15
2
19
18
44
254
6
69
1
77
74
6
135
6
269
115
6
3
20
3
38
2
174
37
40
29
39
44
16
9
4
97
13
298
27
68
75
19
30
17
3
2
1
508
30
309
1
98
337
34
167
92
60
291
133
85
579
150
3
183
8
87
3
3
1
50
1
22
168
22
336
94
10
44
29
37
7
6
79
13
321
15
127
185
354
685
548
1
62
23
1
8
4
8
4
222
4
60
7
42
0
6
61
7
73
99
146
156
36
43
6
1
103
288
102
103
508
150
290
29
671
678
6
1
677
161
109
7
9
44
22
9
1
17
1
5
1
4
35
128
102
63
82
22
19
63
1
150
465
464
57
2
41
0
2
88
201
38
334
101
34
606
274
59
224
1064
59
177
94
16
9
3
45
28
4
1
6
72
73
30
2
458
1144
11
458
72
3
15
1383
48
1
36
1
25
7
2
34
214
240
81
26
16
213
335
306
2
10
80
146
175
311
309
260
951
776
171
3
185
174
6
3
4
11
7
40
1
52
51
12
12
131
1
7
164
367
339
10
6
151
1
20
525
16
186
29
29
62
4
47
4
39
2
1
15
109
9
115
15
80
13
106
115
44
5
8
1
