Lines changed
6
4
16
30
5
21
4
5
5
5
304
211
7
280
31
16
62
25
32
1
25
6
27
41
31
8
9
45
15
9
66
1
10
11
67
16
156
27
8
2
1
12
29
30
13
31
16
4
46
1
1
1
21
1
5
47
41
1
8
23
9
15
1
1
3
7
4
37
8
12
11
4
128
30
61
40
20
6
28
11
298
1
3
151
148
6
5
17
8
1
4
26
9
7
2
296
1
3
21
9
1
4
1
5
2
2
2
32
6
6
5
4
4
3
13
7
4
6
9
1
6
24
33
1
4
1
5
10
1
1
36
16
16
2
4
2
1
2
14
31
16
58
8
17
3
8
4
6
3
4
9
1
3
12
1
1
1
4
1
4
2
47
11
2
109
7
1
7
2
11
3
1
104
104
104
111
5
1
2
7
23
1
4
21
25
32
36
2
9
87
4
8
18
14
6
9
41
51
1
4
41
4
11
17
4
64
36
31
1
4
57
27
18
24
4
21
181
37
4
47
4
19
14
4
40
24
84
20
5
42
6
19
43
1113
12
9
2
104
107
17
104
20
1260
2
45
1302
1311
5
1320
3
3
11
27
33
1359
6
1363
1361
4
21
3
1407
1
20
2
4
2
21
34
21
32
4
6
1
3
4
1
4
2
13
4
8
23
4
28
11
32
4
7
2
3
3
1
1
8
3
2
6
4
14
1255
4
3
3
2
9
18
17
21
12
1339
1
1374
16
15
4
8
14
15
18
3
8
7
1
5
3
3
11
42
1
1531
1534
33
15
23
1
28
2
1600
1668
1668
1
1681
4
8
18
5
101
110
1
2
2
20
22
65
22
23
64
8
89
2
3
4
12
6
21
2
23
5
15
52
8
1
35
2
72
38
10
1
1
15
19
2
2
9
6
2
10
13
19
16
8
8
1
17
3
7
11
2
6
33
10
124
7
11
4
12
2
57
19
27
4
36
32
34
211
76
17
61
4
3
18
30
1
5
12
5
34
1
5
7
9
2
12
1
7
10
2
230
6
1
231
35
83
345
1
352
16
13
9
23
1
48
49
4
25
24
16
1
27
18
6
1
123
6
918
931
20
907
50
45
28
113
18
39
77
122
6
47
3
38
23
1
1
2
2
6
1
4
2
4
9
8
1
276
1
19
261
5
9
4
4
1
4
4
1
283
286
2
23
1
24
312
309
5
14
329
4
2
325
4
70
7
64
12
20
8
17
40
8
3
1
1
1
2
1
12
27
49
7
1
1
112
15
5
1
33
10
42
2
31
4
34
18
1
8
71
1
31
1
11
2
3
10
28
10
26
23
21
5
38
1
8
66
4
7
2
6
4
6
3
3
51
6
77
71
2
3
2
57
1
16
8
9
17
1
43
8
1
12
5
9
5
1
5
18
4
4
35
47
6
4
6
11
1
1
10
10
74
31
1
14
28
37
37
29
6
11
1
2
4
1
2
1
1
32
6
4
3
7
2
1
27
6
5
1
9
1
1
2
5
2
29
6
1
4
2
2
6
37
36
1
3
6
26
27
39
48
23
8
27
12
14
15
1
10
11
2
10
2
6
19
17
1
1
2
13
3
15
3
6
6
2
8
2
2
22
1
2
107
59
18
2
1
9
24
2
4
3
11
1
9
16
31
38
50
9
18
77
7
61
104
24
124
1
6
1
13
25
25
43
7
64
70
4
6
27
43
2
72
13
26
13
1
92
1
2
24
51
15
47
1
10
3
7744
172
4155
137
111
6
17
167
39
3
12
5
91
1
5248
1
153
1
10
17844
94
17894
7
32
17877
66
17913
109
118
1
1
2
2
4
1
1
3
3
2
1
4
10
29
4
30
17
7
3
71
4
17
12
57
6
35
29
36
69
24
31
25
2
35
1
2
2
7
2
55
62
2
66
67
1
345
415
419
421
424
3
55
3
50
710
291
441
442
1
109
1
441
3
1
4
1
3
65
14
14
27
65
4
2
587
680
1
3
5
69
3
9
20
29
2
1
22
10
16
3
4
9
93
7
1
1
124
28
57
6
28
1145
1
1147
31
14
17
173
18
26
1104
1103
11
1
9
1108
1108
14
2
1
6
13
9
122
1
10
4
14
4
11
61
54
2
1
22
81
11
10
1
5
1
1
1
2
4
3
3
8
5
3
2
54
1
25
38
2
15
9
11
15
1
14
8
2
11
1
1
12
10
2
101
8
2
6
4
66
66
74
35
35
74
3
19
4
1
1
52
52
5
226
22
1
1
13
6
61
40
3
7
13
23
6
56
2
2
2
15
12
1
29
1
4
1
1
3
9
6
3
1
19
23
4
28
17
1
4
1
2
45
48
47
1
23
41
1
1
120
80
6
7
6
10
152
13
8
1
26
81
11
15
11
1
3
1
1
16
9
1
1
150
1
1
1
9
1
7
4
3
1
31
2
31
5
1
1
9
42
1
17
1
34
52
108
6
106
58
10
148
3
2
3
2
9
1
4
7
8
8
13
9
3
1
36
40
11
1
51
101
6
43
49
34
7
7
1
6
1
1
1
1
7
18
10
6
7
1
3
15
2
9
2
4
2
3
4
2
2
5
8
3
4
6
13
1
3
10
35
49
85
3
161
5
1
4
4245
137
17
5
1
5
11
9
6
1
13
2
18
2
3
2
1
1
5
32
33
2
2
32
2
8
4
8
17
34
35
12
50
3
1
1
1
2
101
63
47
87
103
155
169
4
170
190
2
206
55
69
204
192
53
183
186
13
26
194
46
16
1
3
26
3
14
1
1
1
48
5
4
1
1
13
1
5
35
1
17
46
13
5
1
100
1
102
39
3
10
142
39
3
44
6
3
3
3
1
44
7
10
13
38
1
20
36
5
5
2
49
36
8
2
2
1
21
2
2
43
41
78
6
16
7
1
2
12
12
21
22
30
21
53
1
1
11
6
1
5
7
3
16
19
16
1
1
76
1
2
1
15
4
15
3
1
7
48
139
12
4
1
4
127
9
24
12
8
171
6
1
204
204
205
206
3
6
3
33
33
71
33
7
77
3
8
5
28
82
6
7
9
3
202
3
5
1
5
4
4
2
3
1
3
7
2
29
5
1
6
2
7
1
7
192
4
28
2
1
10
1
2
26
16
10
1
1
63
64
1
2
2
3
1
3
7
4
4
1
8
9
37
1
34
1
4
36
19
1
7
3
41
57
17
22
10
5
33
1
4
14
25
12
49
20
4
39
331
487
58
10
16
1
8
527
1
7
2
1
158
28
25
191
8
360
361
2
3
1
3
1
28
7
2
2
1
2
27
4
4
1
36
190
104
223
1
5
229
229
38
23
26
20
45
10
6
36
25
2
2
152
153
44
146
6
1
7
27
1
4
11
51
2
1
4
5
2
83
8
1
24
9
20
1
4
3
9
5
14
14
20
3
9
68
9
30
3
17
32
1
20
1
1
63
1
21
1
401
33
1
9
22
48
34
1
93
24
200
1
1
233
5
11
5
1
2
13
30
1
3
1
1
1
5
30
48
7
27
73
84
3
8
11
15
1
209
1
124
24
1
223
120
16
382
109
3
5
47
9
21
23
8
9
27
45
13
6
10
42
97
18
59
76
24
191
7
84
32
45
32
24
1
1
1
2
5
14
22
12
13
9
16
2
2
24
25
3
31
3
35
36
60
6
17
18
3
5
4
2
3
1
1
4
4
1
8
16
5
1
1
1
18
2
1
16
10
10
1
1
9
3
5
7
6
5
1
5
1
1
3
3
1
59
6
1
7
35
89
59
27
16
8
23
33
5
27
5
50
299
14
12
3
8
96
0
12
1
16
42
7
5
1
2
8
1
1
6
5
9
12
12
4
3
4
3
26
44
18
8
1
1847
75
1
2
14
8
122
1
9
2
34
2
3
1
4
10
14
1
19
1
1
1
2
1960
65
3
45
5
5
82
16
1
10
1
262
1
96
38
17
54
83
41
15
8
31
12
18
4
7
51
12
7
58
7
7
5
5
6
44
57
4
20
2
2
76
6
2
4
2
1
1
2
2
31
1
2
55
35
21
9
1
2
8
24
1
18
65
1
1
2
1
1
1
24
4
5
5
6
1
14
5
17
6
43
72
8
21
1
24
5
10
6
3
2
8
29
10
1
104
14
16
2
1
1
14
25
10
39
14
5
16
1
1
18
18
2
16
37
2
1
17
1
11
7
17
4
11
3
55
78
8
8
4
2
1
1
3
3
1
17
1
2
6
49
1
36
9
27
2
6
1
7
2
0
1
2
6
10
2
1
25
19
1
3
2
2
1
1
5
1
5
1
2
2
2
1
1
4129
4130
4130
5
4134
2
2
4136
18
4148
3
4151
4283
4283
4302
4310
2
1
2
4309
3
43
1
1
4350
4
3
12
3
115
47
2
14
18
223
280
18
4
173
4
34
4
1
9
4
519
517
1
2
1
3
1
4380
4381
1
74
74
1
2
6
20
13
52
2
1
3
1
1
1
3
1
6
20
13
1
2
16
16
10
2
9
4399
4402
6
9
1
10
10
6
52
11
7
2
8
1
1
2
19
170
8
1
45
46
34
74
4
1
111
1
7
7
12
87
32
15
2
9
6
95
65
9
31
12
9
1
1
1
30
7
34
6
63
1
1
1
31
14
5
6
1
11
13
1
18
22
2
5
28
5
27
1
16
19
1
15
1
27
29
1
5
74
4
1
1
1
2
1
1
24
4823
3
16
10
1
1
4858
3
16
4865
20
21
4909
4908
2
8
86
76
64
5011
6
5084
5084
5084
5085
1
5109
1
13
30
31
5131
5131
2
36
49
5
1
2
9
5203
18
5207
2
3
8
41
74
1
5259
5263
1
63
2
1
5341
5342
45
1723
2
1726
54
46
30
5524
4925
10
3
5
11
1
17
5
4956
4974
1
2
4977
4
4967
4968
4951
133
2
3
18
1
1
1
4
4
19
30
2
1
3
3
4
1
1
1
5
2
3
1
2
6
3
1
4
30
6
8
15
5
1
23
1
1
1
2
1
56
5
1
3
2
2
1
3
1
2
1
3
2
1
2
2
1
10
1
2
224
1
13
2
244
249
1
1
2
2
4
4
25
30
13
6
18
53
1
3
5
2
1
4
26
1888
3
3
12
4
9
4
14
5
4
5
2
4
1
27
36
37
2
3
4
55
1
55
64
9
40
13
8
7
2
3
2
1
1
5
6
1
1
8
13
19
22
5
13
15
20
18
3
5
3
4
17
16
1
30
3
1
2
1
2
2
1
6
218
14
2
10
12
69
74
13
4
7
119
107
33
23
2
45
3
1
125
4
45
405
2
407
408
438
439
3
1
1
3
19
4
2
24
4
14
2
39
16
50
11
12
31
48
31
8
10
10
32
1
577
8
729
731
6
734
516
2
1
2
1
1
3
2
6
1
1
1
5
3
5
13
4
1
11
2
1
3
1
1
3
1
2
1
4
6
1
2
1
4
3
2
17
4
9
7
11
5
2
2
3
1
46
20
2
3684
8
1
22
19
2
1
3
23
3
27
2
48
13
5
1
11
7
7
1
3
1
5
53
15
232
5
6
6
2
1
7
1
12
6
15
1
1
18
1
25
62
7
2
1
25
2
16
46
20
11
1
3
7
5
57
114
57
62
29
1
66
18
76
2
25
189
62
67
69
90
7
2
5
13
9
28
5
6
15
1
7
1
6
2
2
13
2
2
14
1
4
4
3
1
18
4
13
18
1
9
12
3
108
2
2
2
5
7
15
8
4
13
2
31
33
2
14
5
2
1
1
1
54
42
1
10
18
38
42
36
3
6
24
2
9
2
7
38
8
6
2
1
8
32
4
16
1
3
61
1
7
1
44
1
1
2
2
3
31
1
7
14
6
62
7
67
86
87
4
4
50
4
1
3
35
3
1
44
71
52
23
2
1
57
14
1
2
26
1
19
8
1
9
9
4
21
15
15
1
1
1
5515
66
117
23
4
1
5732
5736
23
24
34
1
6
5
2
1
20
20
5
2
34
108
2
2
14
24
48
8
38
4
5
1
1
1
2
5
10
5
2
12
12
1
10
16
1
1
3
13
9
1
2
1
2
1
1
2
1
1
6
3
2
1
17
